pnr_synth,age,civilstatus,track,benefit_gross_dkk,net_annual_cost_dkk,fp_responsive,res_years_left,years_to_folkepension,npv_saving_dkk
SYN42001148,25,samlevende,ressourceforloeb,110000,77000,0,2,45,262444
SYN42001149,30,samlevende,ressourceforloeb,110000,77000,0,3,40,26072
SYN42001150,20,samlevende,ressourceforloeb,110000,77000,1,2,50,297639
SYN42001151,29,enlig,foertidspension,245000,151900,0,0,41,-10000
SYN42001152,19,samlevende,ressourceforloeb,110000,77000,1,1,51,175845
SYN42001153,20,samlevende,ressourceforloeb,110000,77000,0,3,50,224315
SYN42001154,26,enlig,foertidspension,245000,151900,0,0,44,-10000
SYN42001155,19,samlevende,ressourceforloeb,110000,77000,0,4,51,-45368
SYN42001156,19,enlig,foertidspension,245000,151900,1,0,51,301268
SYN42001157,18,samlevende,ressourceforloeb,110000,77000,1,5,52,183963
SYN42001158,25,enlig,ressourceforloeb,145000,101500,0,1,45,29271
SYN42001159,28,enlig,ressourceforloeb,145000,101500,1,5,42,-5778
SYN42001160,18,samlevende,foertidspension,208000,128960,0,0,52,-10000
SYN42001161,27,enlig,ressourceforloeb,145000,101500,0,5,43,72143
SYN42001162,29,enlig,foertidspension,245000,151900,1,0,41,193923
SYN42001163,21,enlig,ressourceforloeb,145000,101500,0,4,49,5580
SYN42001164,20,enlig,foertidspension,245000,151900,0,0,50,-10000
SYN42001165,29,samlevende,ressourceforloeb,110000,77000,1,4,41,173756
SYN42001166,29,samlevende,ressourceforloeb,110000,77000,0,2,41,38571
SYN42001167,26,enlig,ressourceforloeb,145000,101500,1,1,44,272773
SYN42001168,29,samlevende,foertidspension,208000,128960,1,0,41,71715
SYN42001169,19,enlig,ressourceforloeb,145000,101500,1,3,51,410776
SYN42001170,24,samlevende,foertidspension,208000,128960,1,0,46,171849
SYN42001171,28,enlig,foertidspension,245000,151900,1,0,42,85202
SYN42001172,22,enlig,foertidspension,245000,151900,0,0,48,-10000
SYN42001173,28,enlig,ressourceforloeb,145000,101500,1,1,42,409393
SYN42001174,25,samlevende,foertidspension,208000,128960,1,0,45,100741
SYN42001175,28,enlig,foertidspension,245000,151900,1,0,42,61076
SYN42001176,25,enlig,foertidspension,245000,151900,0,0,45,-10000
SYN42001177,24,samlevende,foertidspension,208000,128960,1,0,46,139020
SYN42001178,22,samlevende,foertidspension,208000,128960,1,0,48,209841
SYN42001179,21,enlig,foertidspension,245000,151900,0,0,49,-10000
SYN42001180,28,samlevende,foertidspension,208000,128960,1,0,42,38625
SYN42001181,20,samlevende,ressourceforloeb,110000,77000,0,2,50,169611
SYN42001182,19,enlig,foertidspension,245000,151900,0,0,51,-10000
SYN42001183,21,samlevende,ressourceforloeb,110000,77000,1,4,49,143349
SYN42001184,21,enlig,foertidspension,245000,151900,0,0,49,-10000
SYN42001185,29,samlevende,foertidspension,208000,128960,0,0,41,-10000
SYN42001186,24,enlig,ressourceforloeb,145000,101500,0,2,46,150492
SYN42001187,30,samlevende,ressourceforloeb,110000,77000,0,5,40,331405
SYN42001188,20,enlig,ressourceforloeb,145000,101500,1,5,50,304325
SYN42001189,27,enlig,ressourceforloeb,145000,101500,1,5,43,433737
SYN42001190,25,samlevende,ressourceforloeb,110000,77000,1,4,45,188828
SYN42001191,24,enlig,foertidspension,245000,151900,0,0,46,-10000
SYN42001192,29,samlevende,foertidspension,208000,128960,1,0,41,186235
SYN42001193,30,samlevende,foertidspension,208000,128960,1,0,40,237537
SYN42001194,29,samlevende,ressourceforloeb,110000,77000,1,5,41,337753
SYN42001195,21,enlig,foertidspension,245000,151900,0,0,49,-10000
SYN42001196,22,samlevende,ressourceforloeb,110000,77000,0,3,48,177217
SYN42001197,27,enlig,foertidspension,245000,151900,1,0,43,108629
SYN42001198,23,enlig,ressourceforloeb,145000,101500,1,1,47,224827
SYN42001199,28,samlevende,ressourceforloeb,110000,77000,0,2,42,-38996
SYN42001200,26,samlevende,ressourceforloeb,110000,77000,1,3,44,547445
SYN42001201,26,enlig,foertidspension,245000,151900,0,0,44,-10000
SYN42001202,29,enlig,ressourceforloeb,145000,101500,0,5,41,223855
SYN42001203,28,samlevende,foertidspension,208000,128960,1,0,42,155936
SYN42001204,18,samlevende,foertidspension,208000,128960,1,0,52,41801
SYN42001205,19,enlig,foertidspension,245000,151900,0,0,51,-10000
SYN42001206,27,samlevende,ressourceforloeb,110000,77000,1,2,43,112572
SYN42001207,25,enlig,ressourceforloeb,145000,101500,1,1,45,319209
SYN42001208,22,enlig,ressourceforloeb,145000,101500,0,5,48,175641
SYN42001209,24,samlevende,ressourceforloeb,110000,77000,1,4,46,717890
SYN42001210,28,samlevende,foertidspension,208000,128960,1,0,42,77737
SYN42001211,29,enlig,ressourceforloeb,145000,101500,1,1,41,-12611
SYN42001212,26,enlig,ressourceforloeb,145000,101500,1,4,44,119255
SYN42001213,24,enlig,ressourceforloeb,145000,101500,1,5,46,232245
SYN42001214,22,samlevende,foertidspension,208000,128960,0,0,48,-10000
SYN42001215,26,enlig,ressourceforloeb,145000,101500,0,2,44,-19496
SYN42001216,23,enlig,foertidspension,245000,151900,1,0,47,138717
SYN42001217,26,samlevende,ressourceforloeb,110000,77000,1,1,44,130156
SYN42001218,27,enlig,foertidspension,245000,151900,0,0,43,-10000
SYN42001219,19,samlevende,foertidspension,208000,128960,0,0,51,-10000
SYN42001220,18,enlig,ressourceforloeb,145000,101500,1,3,52,621770
SYN42001221,21,samlevende,ressourceforloeb,110000,77000,0,4,49,36703
SYN42001222,30,enlig,ressourceforloeb,145000,101500,0,3,40,322829
SYN42001223,27,enlig,ressourceforloeb,145000,101500,1,2,43,95404
SYN42001224,21,enlig,ressourceforloeb,145000,101500,1,3,49,76087
SYN42001225,29,samlevende,foertidspension,208000,128960,1,0,41,137060
SYN42001226,25,samlevende,foertidspension,208000,128960,1,0,45,79025
SYN42001227,25,enlig,ressourceforloeb,145000,101500,0,1,45,68183
SYN42001228,30,enlig,foertidspension,245000,151900,1,0,40,242840
SYN42001229,19,samlevende,ressourceforloeb,110000,77000,0,5,51,570090
SYN42001230,21,enlig,foertidspension,245000,151900,0,0,49,-10000
SYN42001231,26,enlig,ressourceforloeb,145000,101500,1,1,44,372258
SYN42001232,21,samlevende,foertidspension,208000,128960,1,0,49,210804
SYN42001233,27,enlig,foertidspension,245000,151900,1,0,43,130948
SYN42001234,21,enlig,ressourceforloeb,145000,101500,0,1,49,44076
SYN42001235,20,enlig,ressourceforloeb,145000,101500,1,5,50,166282
SYN42001236,21,enlig,ressourceforloeb,145000,101500,1,5,49,343777
SYN42001237,24,enlig,foertidspension,245000,151900,1,0,46,203695
SYN42001238,21,samlevende,foertidspension,208000,128960,1,0,49,85013
SYN42001239,20,samlevende,foertidspension,208000,128960,0,0,50,-10000
SYN42001240,29,enlig,foertidspension,245000,151900,1,0,41,119136
SYN42001241,23,samlevende,foertidspension,208000,128960,1,0,47,177333
SYN42001242,24,enlig,ressourceforloeb,145000,101500,1,2,46,374024
SYN42001243,19,samlevende,foertidspension,208000,128960,1,0,51,211660
SYN42001244,24,enlig,foertidspension,245000,151900,1,0,46,216979
SYN42001245,22,samlevende,ressourceforloeb,110000,77000,0,1,48,202097
SYN42001246,27,enlig,foertidspension,245000,151900,0,0,43,-10000
SYN42001247,21,enlig,ressourceforloeb,145000,101500,1,3,49,417136
SYN42001248,29,enlig,ressourceforloeb,145000,101500,1,4,41,57440
SYN42001249,30,enlig,foertidspension,245000,151900,1,0,40,53312
SYN42001250,20,enlig,ressourceforloeb,145000,101500,0,2,50,-487164
SYN42001251,20,samlevende,ressourceforloeb,110000,77000,0,5,50,385794
SYN42001252,20,samlevende,ressourceforloeb,110000,77000,1,5,50,75650
SYN42001253,27,enlig,foertidspension,245000,151900,1,0,43,199119
SYN42001254,20,samlevende,foertidspension,208000,128960,0,0,50,-10000
SYN42001255,29,samlevende,ressourceforloeb,110000,77000,1,3,41,292229
SYN42001256,28,samlevende,ressourceforloeb,110000,77000,0,2,42,107681
SYN42001257,29,samlevende,ressourceforloeb,110000,77000,1,2,41,229826
SYN42001258,26,samlevende,foertidspension,208000,128960,0,0,44,-10000
SYN42001259,30,enlig,ressourceforloeb,145000,101500,0,4,40,98509
SYN42001260,18,samlevende,foertidspension,208000,128960,0,0,52,-10000
SYN42001261,24,samlevende,foertidspension,208000,128960,1,0,46,113281
SYN42001262,23,enlig,ressourceforloeb,145000,101500,1,4,47,93838
SYN42001263,30,enlig,foertidspension,245000,151900,1,0,40,255212
SYN42001264,26,enlig,foertidspension,245000,151900,1,0,44,275319
SYN42001265,29,samlevende,foertidspension,208000,128960,0,0,41,-10000
SYN42001266,21,enlig,ressourceforloeb,145000,101500,0,4,49,88948
SYN42001267,30,samlevende,foertidspension,208000,128960,1,0,40,146174
SYN42001268,25,samlevende,foertidspension,208000,128960,0,0,45,-10000
SYN42001269,25,samlevende,foertidspension,208000,128960,1,0,45,296415
SYN42001270,30,enlig,foertidspension,245000,151900,1,0,40,42213
SYN42001271,24,samlevende,ressourceforloeb,110000,77000,1,2,46,241363
SYN42001272,24,samlevende,foertidspension,208000,128960,0,0,46,-10000
SYN42001273,26,enlig,foertidspension,245000,151900,1,0,44,289974
SYN42001274,20,samlevende,ressourceforloeb,110000,77000,0,5,50,59807
SYN42001275,23,enlig,ressourceforloeb,145000,101500,0,4,47,47298
SYN42001276,21,samlevende,ressourceforloeb,110000,77000,1,2,49,244717
SYN42001277,20,enlig,foertidspension,245000,151900,1,0,50,189565
SYN42001278,29,enlig,ressourceforloeb,145000,101500,1,1,41,285631
SYN42001279,26,enlig,foertidspension,245000,151900,0,0,44,-10000
SYN42001280,24,enlig,ressourceforloeb,145000,101500,1,4,46,369941
SYN42001281,24,enlig,ressourceforloeb,145000,101500,1,1,46,267403
SYN42001282,25,samlevende,foertidspension,208000,128960,1,0,45,310205
SYN42001283,27,enlig,ressourceforloeb,145000,101500,1,5,43,426630
SYN42001284,30,enlig,foertidspension,245000,151900,0,0,40,-10000
SYN42001285,30,samlevende,ressourceforloeb,110000,77000,1,2,40,-3394
SYN42001286,24,samlevende,foertidspension,208000,128960,1,0,46,336844
SYN42001287,23,enlig,ressourceforloeb,145000,101500,1,2,47,36115
SYN42001288,25,samlevende,foertidspension,208000,128960,1,0,45,-18524
SYN42001289,26,enlig,foertidspension,245000,151900,1,0,44,261294
SYN42001290,25,samlevende,ressourceforloeb,110000,77000,1,1,45,432665
SYN42001291,27,enlig,ressourceforloeb,145000,101500,1,1,43,-18331
SYN42001292,26,samlevende,ressourceforloeb,110000,77000,0,1,44,100487
SYN42001293,23,samlevende,foertidspension,208000,128960,0,0,47,-10000
SYN42001294,23,samlevende,foertidspension,208000,128960,1,0,47,169175
SYN42001295,24,samlevende,ressourceforloeb,110000,77000,1,1,46,114996
SYN42001296,19,samlevende,ressourceforloeb,110000,77000,1,5,51,532427
SYN42001297,21,enlig,foertidspension,245000,151900,1,0,49,331997
SYN42001298,28,samlevende,foertidspension,208000,128960,1,0,42,170239
SYN42001299,24,samlevende,foertidspension,208000,128960,0,0,46,-10000
SYN42001300,21,samlevende,ressourceforloeb,110000,77000,0,4,49,-4154
SYN42001301,26,enlig,foertidspension,245000,151900,1,0,44,152102
SYN42001302,28,enlig,foertidspension,245000,151900,1,0,42,196377
SYN42001303,22,samlevende,ressourceforloeb,110000,77000,1,5,48,76763
SYN42001304,29,enlig,ressourceforloeb,145000,101500,1,4,41,287487
SYN42001305,30,enlig,ressourceforloeb,145000,101500,1,4,40,324558
SYN42001306,26,enlig,foertidspension,245000,151900,1,0,44,150548
SYN42001307,27,samlevende,ressourceforloeb,110000,77000,1,3,43,421922
SYN42001308,19,enlig,foertidspension,245000,151900,0,0,51,-10000
SYN42001309,30,enlig,foertidspension,245000,151900,1,0,40,355421
SYN42001310,24,enlig,foertidspension,245000,151900,1,0,46,181255
SYN42001311,30,samlevende,foertidspension,208000,128960,0,0,40,-10000
SYN42001312,26,samlevende,ressourceforloeb,110000,77000,1,1,44,78296
SYN42001313,18,enlig,foertidspension,245000,151900,1,0,52,93918
SYN42001314,18,enlig,ressourceforloeb,145000,101500,1,4,52,669856
SYN42001315,27,samlevende,foertidspension,208000,128960,1,0,43,125531
SYN42001316,26,enlig,foertidspension,245000,151900,0,0,44,-10000
SYN42001317,18,samlevende,foertidspension,208000,128960,0,0,52,-10000
SYN42001318,28,enlig,foertidspension,245000,151900,0,0,42,-10000
SYN42001319,29,samlevende,ressourceforloeb,110000,77000,0,3,41,-143718
SYN42001320,25,enlig,foertidspension,245000,151900,1,0,45,197387
SYN42001321,25,samlevende,foertidspension,208000,128960,1,0,45,135546
SYN42001322,18,enlig,foertidspension,245000,151900,1,0,52,387490
SYN42001323,28,samlevende,ressourceforloeb,110000,77000,0,5,42,90171
SYN42001324,23,samlevende,ressourceforloeb,110000,77000,0,2,47,188453
SYN42001325,29,samlevende,foertidspension,208000,128960,0,0,41,-10000
SYN42001326,24,enlig,ressourceforloeb,145000,101500,1,5,46,521903
SYN42001327,26,enlig,foertidspension,245000,151900,0,0,44,-10000
SYN42001328,22,samlevende,foertidspension,208000,128960,1,0,48,155320
SYN42001329,21,samlevende,foertidspension,208000,128960,1,0,49,97582
SYN42001330,28,enlig,ressourceforloeb,145000,101500,1,4,42,178106
SYN42001331,25,enlig,foertidspension,245000,151900,0,0,45,-10000
SYN42001332,26,enlig,ressourceforloeb,145000,101500,0,4,44,230962
SYN42001333,30,samlevende,ressourceforloeb,110000,77000,1,5,40,255176
SYN42001334,30,samlevende,foertidspension,208000,128960,1,0,40,215931
SYN42001335,29,samlevende,ressourceforloeb,110000,77000,0,3,41,395552
SYN42001336,21,samlevende,ressourceforloeb,110000,77000,1,1,49,213696
SYN42001337,26,enlig,ressourceforloeb,145000,101500,1,1,44,56611
SYN42001338,29,enlig,foertidspension,245000,151900,1,0,41,257737
SYN42001339,24,enlig,foertidspension,245000,151900,0,0,46,-10000
SYN42001340,20,samlevende,ressourceforloeb,110000,77000,0,1,50,98307
SYN42001341,29,enlig,ressourceforloeb,145000,101500,0,2,41,105048
SYN42001342,25,enlig,foertidspension,245000,151900,0,0,45,-10000
SYN42001343,26,enlig,ressourceforloeb,145000,101500,1,2,44,163249
SYN42001344,30,enlig,foertidspension,245000,151900,1,0,40,199124
SYN42001345,27,samlevende,foertidspension,208000,128960,1,0,43,155833
SYN42001346,24,enlig,foertidspension,245000,151900,1,0,46,319173
SYN42001347,24,enlig,foertidspension,245000,151900,0,0,46,-10000
SYN42001348,24,samlevende,foertidspension,208000,128960,0,0,46,-10000
SYN42001349,20,enlig,foertidspension,245000,151900,1,0,50,224229
SYN42001350,29,enlig,ressourceforloeb,145000,101500,1,1,41,154400
SYN42001351,29,enlig,ressourceforloeb,145000,101500,1,1,41,256754
SYN42001352,23,samlevende,foertidspension,208000,128960,0,0,47,-10000
SYN42001353,23,enlig,ressourceforloeb,145000,101500,0,3,47,157545
SYN42001354,29,samlevende,foertidspension,208000,128960,0,0,41,-10000
SYN42001355,18,samlevende,foertidspension,208000,128960,1,0,52,140467
SYN42001356,26,samlevende,foertidspension,208000,128960,1,0,44,184263
SYN42001357,25,enlig,ressourceforloeb,145000,101500,1,1,45,60615
SYN42001358,27,samlevende,ressourceforloeb,110000,77000,1,1,43,61063
SYN42001359,21,enlig,foertidspension,245000,151900,0,0,49,-10000
SYN42001360,27,enlig,ressourceforloeb,145000,101500,1,3,43,197893
SYN42001361,24,enlig,foertidspension,245000,151900,0,0,46,-10000
SYN42001362,27,enlig,foertidspension,245000,151900,1,0,43,126548
SYN42001363,18,enlig,foertidspension,245000,151900,1,0,52,111984
SYN42001364,25,enlig,foertidspension,245000,151900,1,0,45,166954
SYN42001365,26,enlig,ressourceforloeb,145000,101500,0,3,44,162992
SYN42001366,21,enlig,ressourceforloeb,145000,101500,1,1,49,184042
SYN42001367,20,samlevende,foertidspension,208000,128960,1,0,50,120133
SYN42001368,21,samlevende,ressourceforloeb,110000,77000,0,3,49,89498
SYN42001369,23,enlig,ressourceforloeb,145000,101500,0,2,47,129328
SYN42001370,19,samlevende,ressourceforloeb,110000,77000,1,2,51,381486
SYN42001371,30,enlig,ressourceforloeb,145000,101500,0,2,40,184779
SYN42001372,24,enlig,foertidspension,245000,151900,0,0,46,-10000
SYN42001373,29,enlig,ressourceforloeb,145000,101500,0,5,41,386488
SYN42001374,30,enlig,foertidspension,245000,151900,0,0,40,-10000
SYN42001375,19,enlig,ressourceforloeb,145000,101500,1,5,51,485883
SYN42001376,27,enlig,foertidspension,245000,151900,1,0,43,159557
SYN42001377,29,enlig,ressourceforloeb,145000,101500,0,3,41,50570
SYN42001378,27,enlig,foertidspension,245000,151900,1,0,43,129243
SYN42001379,24,enlig,ressourceforloeb,145000,101500,0,3,46,-90153
SYN42001380,25,enlig,foertidspension,245000,151900,0,0,45,-10000
SYN42001381,18,enlig,ressourceforloeb,145000,101500,0,3,52,-107611
SYN42001382,26,enlig,ressourceforloeb,145000,101500,1,4,44,-70858
SYN42001383,30,enlig,ressourceforloeb,145000,101500,1,1,40,29816
SYN42001384,30,enlig,foertidspension,245000,151900,1,0,40,222055
SYN42001385,18,enlig,foertidspension,245000,151900,0,0,52,-10000
SYN42001386,28,enlig,ressourceforloeb,145000,101500,0,5,42,246615
SYN42001387,23,samlevende,ressourceforloeb,110000,77000,0,5,47,107324
SYN42001388,30,enlig,foertidspension,245000,151900,1,0,40,235657
SYN42001389,18,enlig,foertidspension,245000,151900,0,0,52,-10000
SYN42001390,30,enlig,ressourceforloeb,145000,101500,1,1,40,20349
SYN42001391,29,samlevende,foertidspension,208000,128960,1,0,41,222838
SYN42001392,20,samlevende,foertidspension,208000,128960,1,0,50,302522
SYN42001393,19,samlevende,foertidspension,208000,128960,1,0,51,67758
SYN42001394,29,samlevende,ressourceforloeb,110000,77000,0,3,41,127613
SYN42001395,21,enlig,ressourceforloeb,145000,101500,1,1,49,88546
SYN42001396,26,samlevende,ressourceforloeb,110000,77000,0,3,44,351231
SYN42001397,30,enlig,foertidspension,245000,151900,1,0,40,176936
SYN42001398,26,samlevende,ressourceforloeb,110000,77000,1,3,44,-23668
SYN42001399,24,enlig,foertidspension,245000,151900,0,0,46,-10000
SYN42001400,25,enlig,foertidspension,245000,151900,1,0,45,185936
SYN42001401,19,samlevende,foertidspension,208000,128960,0,0,51,-10000
SYN42001402,30,enlig,ressourceforloeb,145000,101500,0,2,40,317769
SYN42001403,23,samlevende,ressourceforloeb,110000,77000,1,4,47,296531
SYN42001404,21,enlig,ressourceforloeb,145000,101500,1,3,49,239943
SYN42001405,23,samlevende,foertidspension,208000,128960,1,0,47,129748
SYN42001406,30,samlevende,foertidspension,208000,128960,1,0,40,203991
SYN42001407,19,enlig,ressourceforloeb,145000,101500,1,1,51,320953
SYN42001408,29,samlevende,foertidspension,208000,128960,0,0,41,-10000
SYN42001409,28,samlevende,ressourceforloeb,110000,77000,0,3,42,276867
SYN42001410,29,samlevende,ressourceforloeb,110000,77000,1,5,41,334011
SYN42001411,30,enlig,ressourceforloeb,145000,101500,0,3,40,371489
SYN42001412,29,enlig,foertidspension,245000,151900,1,0,41,262652
SYN42001413,30,samlevende,ressourceforloeb,110000,77000,0,1,40,-85577
SYN42001414,20,enlig,ressourceforloeb,145000,101500,0,3,50,267668
SYN42001415,29,enlig,foertidspension,245000,151900,1,0,41,292434
SYN42001416,26,enlig,foertidspension,245000,151900,1,0,44,175553
SYN42001417,26,samlevende,ressourceforloeb,110000,77000,1,4,44,382134
SYN42001418,30,enlig,ressourceforloeb,145000,101500,1,3,40,349922
SYN42001419,30,samlevende,foertidspension,208000,128960,0,0,40,-10000
SYN42001420,28,samlevende,ressourceforloeb,110000,77000,1,1,42,-10185
SYN42001421,25,enlig,ressourceforloeb,145000,101500,0,1,45,153648
SYN42001422,25,enlig,foertidspension,245000,151900,1,0,45,213344
SYN42001423,24,samlevende,ressourceforloeb,110000,77000,0,5,46,179638
SYN42001424,24,enlig,foertidspension,245000,151900,1,0,46,256754
SYN42001425,24,samlevende,ressourceforloeb,110000,77000,0,2,46,168277
SYN42001426,19,samlevende,ressourceforloeb,110000,77000,1,1,51,320373
SYN42001427,19,samlevende,ressourceforloeb,110000,77000,1,4,51,225091
SYN42001428,28,enlig,ressourceforloeb,145000,101500,1,1,42,149166
SYN42001429,25,samlevende,ressourceforloeb,110000,77000,0,4,45,184626
SYN42001430,30,samlevende,ressourceforloeb,110000,77000,1,2,40,384469
SYN42001431,27,enlig,foertidspension,245000,151900,0,0,43,-10000
SYN42001432,18,samlevende,foertidspension,208000,128960,0,0,52,-10000
SYN42001433,21,samlevende,ressourceforloeb,110000,77000,0,4,49,27428
SYN42001434,21,samlevende,foertidspension,208000,128960,0,0,49,-10000
SYN42001435,30,enlig,foertidspension,245000,151900,1,0,40,261607
SYN42001436,22,enlig,foertidspension,245000,151900,0,0,48,-10000
SYN42001437,26,enlig,ressourceforloeb,145000,101500,0,4,44,367741
SYN42001438,30,enlig,ressourceforloeb,145000,101500,1,2,40,132979
SYN42001439,30,enlig,ressourceforloeb,145000,101500,1,3,40,395168
SYN42001440,22,samlevende,ressourceforloeb,110000,77000,1,5,48,262180
SYN42001441,19,enlig,ressourceforloeb,145000,101500,1,2,51,49251
SYN42001442,20,samlevende,foertidspension,208000,128960,0,0,50,-10000
SYN42001443,19,enlig,foertidspension,245000,151900,1,0,51,335511
SYN42001444,21,enlig,ressourceforloeb,145000,101500,0,2,49,239413
SYN42001445,26,enlig,ressourceforloeb,145000,101500,0,3,44,178579
SYN42001446,30,enlig,ressourceforloeb,145000,101500,0,1,40,58974
SYN42001447,26,samlevende,ressourceforloeb,110000,77000,1,1,44,56366
SYN42001448,27,samlevende,foertidspension,208000,128960,0,0,43,-10000
SYN42001449,21,samlevende,ressourceforloeb,110000,77000,1,3,49,363924
SYN42001450,29,enlig,foertidspension,245000,151900,0,0,41,-10000
SYN42001451,27,samlevende,foertidspension,208000,128960,1,0,43,40031
SYN42001452,29,enlig,foertidspension,245000,151900,1,0,41,223101
SYN42001453,30,samlevende,foertidspension,208000,128960,0,0,40,-10000
SYN42001454,23,enlig,foertidspension,245000,151900,0,0,47,-10000
SYN42001455,19,enlig,ressourceforloeb,145000,101500,1,2,51,668465
SYN42001456,22,enlig,ressourceforloeb,145000,101500,1,1,48,241684
SYN42001457,25,enlig,foertidspension,245000,151900,0,0,45,-10000
SYN42001458,30,enlig,ressourceforloeb,145000,101500,1,1,40,341810
SYN42001459,24,samlevende,foertidspension,208000,128960,0,0,46,-10000
SYN42001460,28,samlevende,ressourceforloeb,110000,77000,0,4,42,50742
SYN42001461,26,samlevende,ressourceforloeb,110000,77000,0,5,44,-930
SYN42001462,21,enlig,ressourceforloeb,145000,101500,1,3,49,275633
SYN42001463,23,samlevende,foertidspension,208000,128960,0,0,47,-10000
SYN42001464,27,enlig,ressourceforloeb,145000,101500,1,4,43,36615
SYN42001465,27,enlig,ressourceforloeb,145000,101500,0,5,43,158586
SYN42001466,25,enlig,ressourceforloeb,145000,101500,1,2,45,-7480
SYN42001467,22,enlig,foertidspension,245000,151900,0,0,48,-10000
SYN42001468,28,samlevende,foertidspension,208000,128960,1,0,42,12487
SYN42001469,21,enlig,ressourceforloeb,145000,101500,1,1,49,-122651
SYN42001470,30,enlig,foertidspension,245000,151900,0,0,40,-10000
SYN42001471,21,samlevende,ressourceforloeb,110000,77000,0,5,49,-35446
SYN42001472,20,enlig,foertidspension,245000,151900,1,0,50,200575
SYN42001473,25,samlevende,ressourceforloeb,110000,77000,1,1,45,68081
SYN42001474,26,enlig,ressourceforloeb,145000,101500,1,5,44,343432
SYN42001475,25,samlevende,foertidspension,208000,128960,0,0,45,-10000
SYN42001476,25,samlevende,foertidspension,208000,128960,1,0,45,169427
SYN42001477,30,samlevende,ressourceforloeb,110000,77000,0,4,40,-25414
SYN42001478,25,samlevende,foertidspension,208000,128960,0,0,45,-10000
SYN42001479,25,samlevende,foertidspension,208000,128960,1,0,45,95424
SYN42001480,24,samlevende,ressourceforloeb,110000,77000,1,2,46,307390
SYN42001481,19,enlig,foertidspension,245000,151900,1,0,51,184291
SYN42001482,26,enlig,foertidspension,245000,151900,1,0,44,335304
SYN42001483,22,samlevende,ressourceforloeb,110000,77000,0,2,48,193631
SYN42001484,27,enlig,foertidspension,245000,151900,1,0,43,234982
SYN42001485,19,enlig,ressourceforloeb,145000,101500,0,1,51,170014
SYN42001486,30,enlig,foertidspension,245000,151900,0,0,40,-10000
SYN42001487,25,enlig,ressourceforloeb,145000,101500,0,1,45,-202950
SYN42001488,30,enlig,ressourceforloeb,145000,101500,1,5,40,368302
SYN42001489,25,samlevende,foertidspension,208000,128960,1,0,45,184063
SYN42001490,19,samlevende,foertidspension,208000,128960,0,0,51,-10000
SYN42001491,29,samlevende,foertidspension,208000,128960,1,0,41,144984
SYN42001492,27,enlig,foertidspension,245000,151900,1,0,43,202849
SYN42001493,28,enlig,ressourceforloeb,145000,101500,1,4,42,229141
SYN42001494,24,samlevende,ressourceforloeb,110000,77000,1,1,46,142613
SYN42001495,27,enlig,ressourceforloeb,145000,101500,0,3,43,285191
SYN42001496,29,samlevende,ressourceforloeb,110000,77000,1,4,41,371631
SYN42001497,27,enlig,ressourceforloeb,145000,101500,1,3,43,384422
SYN42001498,23,samlevende,foertidspension,208000,128960,1,0,47,148718
SYN42001499,27,enlig,foertidspension,245000,151900,1,0,43,98942
